time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;events;hour;day;month;weekday_code;incident_occurred;pedestrians count_scaled;temperature in ºc_scaled;hour_scaled;day_scaled;month_scaled;weekday_code_scaled
2024-06-20 16:00:00+02:00;Thursday;2497;;;;16;20;6;3;0;0.7513814953766631;;0.6222499421496182;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 17:00:00+02:00;Thursday;2183;;;;17;20;6;3;0;0.5568362400485696;;0.7646243591774706;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 18:00:00+02:00;Thursday;1877;;;;18;20;6;3;0;0.3672475517352046;;0.9069987762053231;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 19:00:00+02:00;Thursday;940;;;;19;20;6;3;0;-0.2132903598648704;;1.0493731932331756;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 20:00:00+02:00;Thursday;591;;;;20;20;6;3;0;-0.42952059588240105;;1.191747610261028;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 21:00:00+02:00;Thursday;447;;;;21;20;6;3;0;-0.518738802147514;;1.3341220272888805;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 22:00:00+02:00;Thursday;291;;;;22;20;6;3;0;-0.6153918589347196;;1.4764964443167328;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 23:00:00+02:00;Thursday;140;;;;23;20;6;3;0;-0.70894706133772;;1.6188708613445852;0.5305950985264926;0.0;-0.2746763438844285
2024-06-21 00:00:00+02:00;Friday;70;;;;0;21;6;4;0;-0.7523170227165943;;-1.655740730296021;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 01:00:00+02:00;Friday;56;;;;1;21;6;4;0;-0.7609910149923692;;-1.5133663132681685;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 02:00:00+02:00;Friday;36;;;;2;21;6;4;0;-0.7733824325291904;;-1.3709918962403163;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 03:00:00+02:00;Friday;22;;;;3;21;6;4;0;-0.7820564248049653;;-1.2286174792124638;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 04:00:00+02:00;Friday;10;;;;4;21;6;4;0;-0.789491275327058;;-1.0862430621846113;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 05:00:00+02:00;Friday;39;;;;5;21;6;4;0;-0.7715237198986672;;-0.9438686451567588;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 06:00:00+02:00;Friday;80;;;;6;21;6;4;0;-0.7461213139481837;;-0.8014942281289064;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 07:00:00+02:00;Friday;230;;;;7;21;6;4;0;-0.6531856824220243;;-0.6591198111010539;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 08:00:00+02:00;Friday;446;;;;8;21;6;4;0;-0.5193583730243551;;-0.5167453940732014;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 09:00:00+02:00;Friday;948;;;;9;21;6;4;0;-0.20833379285014192;;-0.374370977045349;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 10:00:00+02:00;Friday;1670;;;;10;21;6;4;0;0.23899638022910483;;-0.23199656001749655;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 11:00:00+02:00;Friday;2340;;;;11;21;6;4;0;0.6541088677126163;;-0.08962214298964409;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 12:00:00+02:00;Friday;2964;;;;12;21;6;4;0;1.040721094861439;;0.052752274038208355;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 13:00:00+02:00;Friday;2675;;;;13;21;6;4;0;0.8616651114543721;;0.19512669106606081;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 14:00:00+02:00;Friday;2992;;;;14;21;6;4;0;1.0580690794129888;;0.33750110809391326;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 15:00:00+02:00;Friday;3105;;;;15;21;6;4;0;1.1280805884960288;;0.47987552512176573;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 16:00:00+02:00;Friday;3613;;;;16;21;6;4;0;1.442822593931288;;0.6222499421496182;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 17:00:00+02:00;Friday;4012;;;;17;21;6;4;0;1.6900313737908719;;0.7646243591774706;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 18:00:00+02:00;Friday;4131;;;;18;21;6;4;0;1.7637603081349582;;0.9069987762053231;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 19:00:00+02:00;Friday;3740;;;;19;21;6;4;0;1.521508095290103;;1.0493731932331756;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 20:00:00+02:00;Friday;2867;;;;20;21;6;4;0;0.980622719807856;;1.191747610261028;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 21:00:00+02:00;Friday;2204;;;;21;21;6;4;0;0.5698472284622319;;1.3341220272888805;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 22:00:00+02:00;Friday;1985;;;;22;21;6;4;0;0.4341612064340393;;1.4764964443167328;0.8602470037991404;0.0;0.23601819178217565
2024-06-21 23:00:00+02:00;Friday;1706;;;;23;21;6;4;0;0.26130093179538305;;1.6188708613445852;0.8602470037991404;0.0;0.23601819178217565
2024-06-22 00:00:00+02:00;Saturday;1704;;;;0;22;6;5;0;0.26006179004170094;;-1.655740730296021;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 01:00:00+02:00;Saturday;605;;;;1;22;6;5;0;-0.4208466036066262;;-1.5133663132681685;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 02:00:00+02:00;Saturday;254;;;;2;22;6;5;0;-0.638315981377839;;-1.3709918962403163;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 03:00:00+02:00;Saturday;120;;;;3;22;6;5;0;-0.7213384788745412;;-1.2286174792124638;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 04:00:00+02:00;Saturday;70;;;;4;22;6;5;0;-0.7523170227165943;;-1.0862430621846113;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 05:00:00+02:00;Saturday;89;;;;5;22;6;5;0;-0.7405451760566141;;-0.9438686451567588;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 06:00:00+02:00;Saturday;29;;;;6;22;6;5;0;-0.7777194286670779;;-0.8014942281289064;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 07:00:00+02:00;Saturday;56;;;;7;22;6;5;0;-0.7609910149923692;;-0.6591198111010539;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 08:00:00+02:00;Saturday;218;;;;8;22;6;5;0;-0.6606205329441172;;-0.5167453940732014;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 09:00:00+02:00;Saturday;687;;;;9;22;6;5;0;-0.3700417917056591;;-0.374370977045349;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 10:00:00+02:00;Saturday;2113;;;;10;22;6;5;0;0.5134662786696953;;-0.23199656001749655;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 11:00:00+02:00;Saturday;3779;;;;11;22;6;5;0;1.5456713594869043;;-0.08962214298964409;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 12:00:00+02:00;Saturday;4895;;;;12;22;6;5;0;2.2371124580415294;;0.052752274038208355;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 13:00:00+02:00;Saturday;5159;;;;13;22;6;5;0;2.40067916952757;;0.19512669106606081;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 14:00:00+02:00;Saturday;6055;;;;14;22;6;5;0;2.9558146751771615;;0.33750110809391326;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 15:00:00+02:00;Saturday;6908;;;;15;22;6;5;0;3.484308633122587;;0.47987552512176573;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 16:00:00+02:00;Saturday;7374;;;;16;22;6;5;0;3.773028661730522;;0.6222499421496182;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 17:00:00+02:00;Saturday;7886;;;;17;22;6;5;0;4.090248950673145;;0.7646243591774706;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 18:00:00+02:00;Saturday;8236;;;;18;22;6;5;0;4.307098757567517;;0.9069987762053231;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 19:00:00+02:00;Saturday;7394;;;;19;22;6;5;0;3.785420079267343;;1.0493731932331756;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 20:00:00+02:00;Saturday;5982;;;;20;22;6;5;0;2.910586001167764;;1.191747610261028;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 21:00:00+02:00;Saturday;4994;;;;21;22;6;5;0;2.2984499748487948;;1.3341220272888805;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 22:00:00+02:00;Saturday;4086;;;;22;22;6;5;0;1.7358796186771104;;1.4764964443167328;1.1898989090717884;0.0;0.7467127274487798
2024-06-22 23:00:00+02:00;Saturday;3687;;;;23;22;6;5;0;1.4886708388175267;;1.6188708613445852;1.1898989090717884;0.0;0.7467127274487798
2024-06-23 00:00:00+02:00;Sunday;4060;;;;0;23;6;6;0;1.7197707758792427;;-1.655740730296021;1.5195508143444363;0.0;1.257407263115384
2024-06-23 01:00:00+02:00;Sunday;1651;;;;1;23;6;6;0;0.22722453356912464;;-1.5133663132681685;1.5195508143444363;0.0;1.257407263115384
2024-06-23 02:00:00+02:00;Sunday;719;;;;2;23;6;6;0;-0.3502155236467451;;-1.3709918962403163;1.5195508143444363;0.0;1.257407263115384
2024-06-23 03:00:00+02:00;Sunday;346;;;;3;23;6;6;0;-0.5813154607084612;;-1.2286174792124638;1.5195508143444363;0.0;1.257407263115384
2024-06-23 04:00:00+02:00;Sunday;185;;;;4;23;6;6;0;-0.6810663718798722;;-1.0862430621846113;1.5195508143444363;0.0;1.257407263115384
2024-06-23 05:00:00+02:00;Sunday;127;;;;5;23;6;6;0;-0.7170014827366538;;-0.9438686451567588;1.5195508143444363;0.0;1.257407263115384
2024-06-23 06:00:00+02:00;Sunday;48;;;;6;23;6;6;0;-0.7659475820070977;;-0.8014942281289064;1.5195508143444363;0.0;1.257407263115384
2024-06-23 07:00:00+02:00;Sunday;71;;;;7;23;6;6;0;-0.7516974518397532;;-0.6591198111010539;1.5195508143444363;0.0;1.257407263115384
2024-06-23 08:00:00+02:00;Sunday;131;;;;8;23;6;6;0;-0.7145231992292895;;-0.5167453940732014;1.5195508143444363;0.0;1.257407263115384
2024-06-23 09:00:00+02:00;Sunday;337;;;;9;23;6;6;0;-0.5868915986000308;;-0.374370977045349;1.5195508143444363;0.0;1.257407263115384
2024-06-23 10:00:00+02:00;Sunday;976;;;;10;23;6;6;0;-0.19098580829859219;;-0.23199656001749655;1.5195508143444363;0.0;1.257407263115384
2024-06-23 11:00:00+02:00;Sunday;2119;;;;11;23;6;6;0;0.5171837039307416;;-0.08962214298964409;1.5195508143444363;0.0;1.257407263115384
2024-06-23 12:00:00+02:00;Sunday;2725;;;;12;23;6;6;0;0.8926436552964252;;0.052752274038208355;1.5195508143444363;0.0;1.257407263115384
2024-06-23 13:00:00+02:00;Sunday;3840;;;;13;23;6;6;0;1.583465182974209;;0.19512669106606081;1.5195508143444363;0.0;1.257407263115384
2024-06-23 14:00:00+02:00;Sunday;4484;;;;14;23;6;6;0;1.982468827659853;;0.33750110809391326;1.5195508143444363;0.0;1.257407263115384
2024-06-23 15:00:00+02:00;Sunday;4853;;;;15;23;6;6;0;2.211090481214205;;0.47987552512176573;1.5195508143444363;0.0;1.257407263115384
2024-06-23 16:00:00+02:00;Sunday;4801;;;;16;23;6;6;0;2.1788727956184695;;0.6222499421496182;1.5195508143444363;0.0;1.257407263115384
2024-06-23 17:00:00+02:00;Sunday;4913;;;;17;23;6;6;0;2.2482647338246684;;0.7646243591774706;1.5195508143444363;0.0;1.257407263115384
2024-06-23 18:00:00+02:00;Sunday;4701;;;;18;23;6;6;0;2.1169157079343632;;0.9069987762053231;1.5195508143444363;0.0;1.257407263115384
2024-06-23 19:00:00+02:00;Sunday;4269;;;;19;23;6;6;0;1.8492610891390246;;1.0493731932331756;1.5195508143444363;0.0;1.257407263115384
2024-06-23 20:00:00+02:00;Sunday;2775;;;;20;23;6;6;0;0.9236221991384783;;1.191747610261028;1.5195508143444363;0.0;1.257407263115384
2024-06-23 21:00:00+02:00;Sunday;1781;;;;21;23;6;6;0;0.3077687475584627;;1.3341220272888805;1.5195508143444363;0.0;1.257407263115384
2024-06-23 22:00:00+02:00;Sunday;1360;;;;22;23;6;6;0;0.04692940840837561;;1.4764964443167328;1.5195508143444363;0.0;1.257407263115384
2024-06-23 23:00:00+02:00;Sunday;203;;;;23;23;6;6;0;-0.669914096096733;;1.6188708613445852;1.5195508143444363;0.0;1.257407263115384
2024-06-24 00:00:00+02:00;Monday;0;;;;0;24;6;0;0;-0.7956869840954687;;-1.655740730296021;1.8492027196170842;0.0;-1.8067599508842411
2024-06-24 01:00:00+02:00;Monday;0;;;;1;24;6;0;0;-0.7956869840954687;;-1.5133663132681685;1.8492027196170842;0.0;-1.8067599508842411
2024-06-24 02:00:00+02:00;Monday;0;;;;2;24;6;0;0;-0.7956869840954687;;-1.3709918962403163;1.8492027196170842;0.0;-1.8067599508842411
