time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;events;hour;day;month;weekday_code;incident_occurred;pedestrians count_scaled;temperature in ºc_scaled;hour_scaled;day_scaled;month_scaled;weekday_code_scaled
2024-06-19 03:00:00+02:00;Wednesday;9;;;;3;19;6;2;0;-0.790110846203899;;-1.2286174792124638;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 04:00:00+02:00;Wednesday;7;;;;4;19;6;2;0;-0.7913499879575812;;-1.0862430621846113;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 05:00:00+02:00;Wednesday;32;;;;5;19;6;2;0;-0.7758607160365547;;-0.9438686451567588;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 06:00:00+02:00;Wednesday;93;;;;6;19;6;2;0;-0.7380668925492498;;-0.8014942281289064;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 07:00:00+02:00;Wednesday;247;;;;7;19;6;2;0;-0.6426529775157264;;-0.6591198111010539;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 08:00:00+02:00;Wednesday;469;;;;8;19;6;2;0;-0.5051082428570106;;-0.5167453940732014;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 09:00:00+02:00;Wednesday;830;;;;9;19;6;2;0;-0.2814431563173872;;-0.374370977045349;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 10:00:00+02:00;Wednesday;1385;;;;10;19;6;2;0;0.06241868032940216;;-0.23199656001749655;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 11:00:00+02:00;Wednesday;1842;;;;11;19;6;2;0;0.3455625710457675;;-0.08962214298964409;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 12:00:00+02:00;Wednesday;2178;;;;12;19;6;2;0;0.5537383856643643;;0.052752274038208355;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 13:00:00+02:00;Wednesday;2020;;;;13;19;6;2;0;0.4558461871234765;;0.19512669106606081;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 14:00:00+02:00;Wednesday;1933;;;;14;19;6;2;0;0.4019435208383041;;0.33750110809391326;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 15:00:00+02:00;Wednesday;1996;;;;15;19;6;2;0;0.440976486079291;;0.47987552512176573;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 16:00:00+02:00;Wednesday;2103;;;;16;19;6;2;0;0.5072705699012846;;0.6222499421496182;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 17:00:00+02:00;Wednesday;1799;;;;17;19;6;2;0;0.31892102334160183;;0.7646243591774706;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 18:00:00+02:00;Wednesday;1164;;;;18;19;6;2;0;-0.07450648345247253;;0.9069987762053231;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 19:00:00+02:00;Wednesday;636;;;;19;19;6;2;0;-0.4016399064245532;;1.0493731932331756;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 20:00:00+02:00;Wednesday;498;;;;20;19;6;2;0;-0.48714068742861977;;1.191747610261028;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 21:00:00+02:00;Wednesday;279;;;;21;19;6;2;0;-0.6228267094568124;;1.3341220272888805;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 22:00:00+02:00;Wednesday;183;;;;22;19;6;2;0;-0.6823055136335543;;1.4764964443167328;0.20094319325384466;0.0;-0.7853708795510327
2024-06-19 23:00:00+02:00;Wednesday;99;;;;23;19;6;2;0;-0.7343494672882035;;1.6188708613445852;0.20094319325384466;0.0;-0.7853708795510327
2024-06-20 00:00:00+02:00;Thursday;42;;;;0;20;6;3;0;-0.769665007268144;;-1.655740730296021;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 01:00:00+02:00;Thursday;22;;;;1;20;6;3;0;-0.7820564248049653;;-1.5133663132681685;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 02:00:00+02:00;Thursday;10;;;;2;20;6;3;0;-0.789491275327058;;-1.3709918962403163;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 03:00:00+02:00;Thursday;14;;;;3;20;6;3;0;-0.7870129918196938;;-1.2286174792124638;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 04:00:00+02:00;Thursday;10;;;;4;20;6;3;0;-0.789491275327058;;-1.0862430621846113;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 05:00:00+02:00;Thursday;34;;;;5;20;6;3;0;-0.7746215742828725;;-0.9438686451567588;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 06:00:00+02:00;Thursday;106;;;;6;20;6;3;0;-0.7300124711503161;;-0.8014942281289064;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 07:00:00+02:00;Thursday;258;;;;7;20;6;3;0;-0.6358376978704746;;-0.6591198111010539;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 08:00:00+02:00;Thursday;655;;;;8;20;6;3;0;-0.38986805976457306;;-0.5167453940732014;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 09:00:00+02:00;Thursday;902;;;;9;20;6;3;0;-0.23683405318483075;;-0.374370977045349;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 10:00:00+02:00;Thursday;1628;;;;10;20;6;3;0;0.21297440340178023;;-0.23199656001749655;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 11:00:00+02:00;Thursday;2451;;;;11;20;6;3;0;0.7228812350419742;;-0.08962214298964409;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 12:00:00+02:00;Thursday;2479;;;;12;20;6;3;0;0.740229219593524;;0.052752274038208355;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 13:00:00+02:00;Thursday;2475;;;;13;20;6;3;0;0.7377509360861597;;0.19512669106606081;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 14:00:00+02:00;Thursday;2258;;;;14;20;6;3;0;0.6033040558116493;;0.33750110809391326;0.5305950985264926;0.0;-0.2746763438844285
2024-06-20 15:00:00+02:00;Thursday;2338;;;;15;20;6;3;0;0.6528697259589342;;0.47987552512176573;0.5305950985264926;0.0;-0.2746763438844285
